file_id,ID,interpretation,number,song,file_path
S179_whistle_2_Mamma.wav,S179,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S179_whistle_2_Mamma.wav
S70_hum_2_Mamma.wav,S70,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S70_hum_2_Mamma.wav
S123_hum_1_Showman.wav,S123,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S123_hum_1_Showman.wav
S93_hum_2_Hakuna.wav,S93,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S93_hum_2_Hakuna.wav
S188_hum_2_Potter.wav,S188,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S188_hum_2_Potter.wav
S80_whistle_1_Panther.wav,S80,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S80_whistle_1_Panther.wav
S165_whistle_2_StarWars.wav,S165,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S165_whistle_2_StarWars.wav
S185_hum_4_Panther.wav,S185,hum,4,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S185_hum_4_Panther.wav
S142_hum_2_Mamma.wav,S142,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S142_hum_2_Mamma.wav
S137_hum_3_StarWars.wav,S137,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S137_hum_3_StarWars.wav
S117_whistle_2_Showman.wav,S117,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S117_whistle_2_Showman.wav
S114_hum_2_hakuna.wav,S114,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S114_hum_2_hakuna.wav
S75_hum_2_Hakuna.wav,S75,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S75_hum_2_Hakuna.wav
S192_hum_4_StarWars.wav,S192,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S192_hum_4_StarWars.wav
S31_hum_2_Potter.wav,S31,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S31_hum_2_Potter.wav
S194_hum_1_[Potter].wav,S194,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S194_hum_1_[Potter].wav
S179_whistle_2_Showman.wav,S179,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S179_whistle_2_Showman.wav
S150_hum_2_Potter.wav,S150,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S150_hum_2_Potter.wav
S213_whistle_2_Mamma.wav,S213,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S213_whistle_2_Mamma.wav
S210_hum_2_Hakuna.wav,S210,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S210_hum_2_Hakuna.wav
S216_hum_4_Showman.wav,S216,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S216_hum_4_Showman.wav
S163_hum_2_Panther.wav,S163,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S163_hum_2_Panther.wav
S12_hum_4_Rain.wav,S12,hum,4,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S12_hum_4_Rain.wav
S204_hum_2_Mamma.wav,S204,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S204_hum_2_Mamma.wav
S58_hum_4_Frozen.wav,S58,hum,4,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S58_hum_4_Frozen.wav
S51_hum_4_Panther.wav,S51,hum,4,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S51_hum_4_Panther.wav
S77_whistle_2_Mamma.wav,S77,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S77_whistle_2_Mamma.wav
S37_hum_1_[Panther].wav,S37,hum,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S37_hum_1_[Panther].wav
S75_hum_1_Showman.wav,S75,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S75_hum_1_Showman.wav
S199_Hum_4_Panther.wav,S199,hum,4,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S199_Hum_4_Panther.wav
S57_whistle_2_Frozen.wav,S57,whistle,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S57_whistle_2_Frozen.wav
S35_hum_1_[Potter].wav,S35,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S35_hum_1_[Potter].wav
S207_whistle_2_Showman.wav,S207,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S207_whistle_2_Showman.wav
S126_whistle_2_Potter.wav,S126,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S126_whistle_2_Potter.wav
S154_whistle_2_StarWars.wav,S154,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S154_whistle_2_StarWars.wav
S72_whistle_2_Potter.wav,S72,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S72_whistle_2_Potter.wav
S47_hum_4_frozen.wav,S47,hum,4,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S47_hum_4_frozen.wav
S79_hum_2_[Panther].wav,S79,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S79_hum_2_[Panther].wav
S172_whistle_1_Panther.wav,S172,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S172_whistle_1_Panther.wav
S49_hum_3_[ Frozen ].wav,S49,hum,3,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S49_hum_3_[ Frozen ].wav
S103_whistle_2_Frozen.wav,S103,whistle,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S103_whistle_2_Frozen.wav
S161_whistle_2_Mamma.wav,S161,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S161_whistle_2_Mamma.wav
S197_hum_2_Potter.wav,S197,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S197_hum_2_Potter.wav
S206_hum_4_StarWars.wav,S206,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S206_hum_4_StarWars.wav
S195_whistle_2_StarWars.wav,S195,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S195_whistle_2_StarWars.wav
S200_whistle_2_StarWars.wav,S200,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S200_whistle_2_StarWars.wav
S36_hum_3_Showman.wav,S36,hum,3,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S36_hum_3_Showman.wav
S131_hum_2_Panther.wav,S131,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S131_hum_2_Panther.wav
S128_hum_3_Mamma.wav,S128,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S128_hum_3_Mamma.wav
S171_hum_2_Potter.wav,S171,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S171_hum_2_Potter.wav
S99_hum_1_[Showman].wav,S99,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S99_hum_1_[Showman].wav
S166_hum_2_Mamma.wav,S166,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S166_hum_2_Mamma.wav
S54_hum_2_Hakuna.wav,S54,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S54_hum_2_Hakuna.wav
S4_hum_2_Frozen.wav,S4,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S4_hum_2_Frozen.wav
S135_hum_2_Hakuna.wav,S135,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S135_hum_2_Hakuna.wav
S54_hum_2_Mamma.wav,S54,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S54_hum_2_Mamma.wav
S29_whistle_2_[Mamma].wav,S29,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S29_whistle_2_[Mamma].wav
S77_whistle_2_Hakuna.wav,S77,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S77_whistle_2_Hakuna.wav
S149_hum_4_Panther.wav,S149,hum,4,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S149_hum_4_Panther.wav
S123_whistle_2_Hakuna.wav,S123,whistle,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S123_whistle_2_Hakuna.wav
S164_hum_1_[Showman].wav,S164,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S164_hum_1_[Showman].wav
S51_hum_1_Rain.wav,S51,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S51_hum_1_Rain.wav
S44_hum_1_Rain.wav,S44,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S44_hum_1_Rain.wav
S3_hum_2_Mamma.wav,S3,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S3_hum_2_Mamma.wav
S169_hum_1_Hakuna.wav,S169,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S169_hum_1_Hakuna.wav
S171_hum_1_Showman.wav,S171,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S171_hum_1_Showman.wav
S36_hum_1_Hakuna.wav,S36,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S36_hum_1_Hakuna.wav
S209_whistle_2_Potter.wav,S209,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S209_whistle_2_Potter.wav
S157_hum_1_Hakuna.wav,S157,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S157_hum_1_Hakuna.wav
S69_hum_2_Mamma.wav,S69,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S69_hum_2_Mamma.wav
S17_hum_4_Showman.wav,S17,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S17_hum_4_Showman.wav
S206_hum_3_StarWars.wav,S206,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S206_hum_3_StarWars.wav
S167_hum_2_StarWars.wav,S167,hum,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S167_hum_2_StarWars.wav
S94_hum_1_Potter.wav,S94,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S94_hum_1_Potter.wav
S59_hum_4_Showman.wav,S59,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S59_hum_4_Showman.wav
S55_singingintherain_whistle_2.wav,S55,whistle,whistle,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S55_singingintherain_whistle_2.wav
S167_whistle_2_Potter.wav,S167,whistle,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S167_whistle_2_Potter.wav
S16_whistle_2_Frozen.wav,S16,whistle,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S16_whistle_2_Frozen.wav
S187_hum_2_Mamma.wav,S187,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S187_hum_2_Mamma.wav
S149_hum_4_StarWars.wav,S149,hum,4,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S149_hum_4_StarWars.wav
S152_hum_3_Mamma.wav,S152,hum,3,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S152_hum_3_Mamma.wav
S194_hum_1_[mamma].wav,S194,hum,1,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S194_hum_1_[mamma].wav
S180_whistle_1_Pink_Panther.wav,S180,whistle,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S180_whistle_1_Pink_Panther.wav
S76_whistle_2_Mamma.wav,S76,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S76_whistle_2_Mamma.wav
S53_hum_2_Panther.wav,S53,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S53_hum_2_Panther.wav
S130_hum_2_Hakuna.wav.wav,S130,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S130_hum_2_Hakuna.wav.wav
S53_hum_1_Hakuna.wav,S53,hum,1,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S53_hum_1_Hakuna.wav
S71_hum_4_Showman.wav,S71,hum,4,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S71_hum_4_Showman.wav
S130_hum_2_Showman.wav.wav,S130,hum,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S130_hum_2_Showman.wav.wav
S148_hum_1_Potter.wav,S148,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S148_hum_1_Potter.wav
S121_hum_2_Mamma.wav,S121,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S121_hum_2_Mamma.wav
S17_hum_1_Potter.wav,S17,hum,1,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S17_hum_1_Potter.wav
S187_hum_2_Panther.wav,S187,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S187_hum_2_Panther.wav
S127_hum_3_StarWars.wav,S127,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S127_hum_3_StarWars.wav
S117_hum_1_Showman.wav,S117,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S117_hum_1_Showman.wav
S35_hum_1_ [Panther].wav,S35,hum,1,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S35_hum_1_ [Panther].wav
S65_hum_2_Frozen.wav,S65,hum,2,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S65_hum_2_Frozen.wav
S159_hum_1_Showman.wav,S159,hum,1,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S159_hum_1_Showman.wav
S210_hum_2_Potter.wav,S210,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S210_hum_2_Potter.wav
S200_hum_2_Panther.wav,S200,hum,2,Panther,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S200_hum_2_Panther.wav
S45_whistle_2_Showman.wav,S45,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S45_whistle_2_Showman.wav
S149_hum_3_StarWars.wav,S149,hum,3,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S149_hum_3_StarWars.wav
S143_whistle_2_Showman.wav,S143,whistle,2,Showman,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S143_whistle_2_Showman.wav
S13_hum_2_Mamma.wav,S13,hum,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S13_hum_2_Mamma.wav
S129_whistle_2_Mamma.wav,S129,whistle,2,Mamma,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S129_whistle_2_Mamma.wav
S50_whistle_2_StarWars.wav,S50,whistle,2,StarWars,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S50_whistle_2_StarWars.wav
S22_hum_4_Frozen.wav,S22,hum,4,Frozen,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S22_hum_4_Frozen.wav
S20_hum_1_Rain.wav,S20,hum,1,Rain,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S20_hum_1_Rain.wav
S93_hum_2_Potter.wav,S93,hum,2,Potter,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S93_hum_2_Potter.wav
S188_hum_2_Hakuna.wav,S188,hum,2,Hakuna,/Users/shalinijain/Desktop/Machine-Learning/Songs/Test-Gender/S188_hum_2_Hakuna.wav
